"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26"
"result.1",1,0.484,0.484,2,2,1,1,0,0,0,0,0,0,1,0.068,0.068,2,2,1,1,0,0,0,0,0,0
"result.2",0,0.022,0.214,2,2,2,1,0,0,0,0,0,0,1,0.392,0.392,2,2,1,1,0,0,0,0,0,0
"result.3",0,0.051,0.18,2,2,1,1,0,1,0,0,0,0,1,0.23,0.23,2,2,1,1,0,0,0,0,0,0
"result.4",1,0.18,0.18,2,2,1,1,0,0,0,0,0,0,0,0.071,0.302,2,2,2,1,0,0,0,0,0,2
"result.5",1,0.3,0.3,2,2,1,1,0,0,0,0,0,0,1,0.224,0.224,2,2,1,1,0,0,0,0,0,0
"result.6",1,0.258,0.258,2,2,1,1,0,0,0,0,0,0,0,0,0.269,2,2,1,2,0,0,0,0,0,2
"result.7",1,0.181,0.181,2,2,1,1,0,0,0,0,0,0,1,0.472,0.472,2,2,1,1,0,0,0,0,0,0
"result.8",0,0.104,0.145,2,2,1,1,0,0,0,1,1,0,1,0.316,0.316,2,2,1,1,0,0,0,0,0,0
"result.9",1,0.528,0.528,2,2,1,1,0,0,0,0,0,0,0,0.001,0.338,2,2,2,1,0,0,0,0,0,0
"result.10",0,0.08,0.181,1,2,1,1,0,0,0,0,0,0,0,0.063,0.179,2,2,1,1,0,0,0,1,0,0
"result.11",1,0.462,0.462,2,2,1,1,0,0,0,0,0,0,0,0.084,0.192,2,2,1,1,0,0,0,0,0,1
"result.12",1,0.305,0.305,2,2,1,1,0,0,0,0,0,0,0,0.026,0.222,2,2,1,1,1,0,0,0,0,0
"result.13",0,0.031,0.065,2,2,1,1,1,0,0,0,0,0,1,0.227,0.227,2,2,1,1,0,0,0,0,0,0
"result.14",1,0.337,0.337,2,2,1,1,0,0,0,0,0,0,1,0.449,0.449,2,2,1,1,0,0,0,0,0,0
"result.15",0,0.099,0.164,2,2,1,1,0,0,0,1,0,0,1,0.097,0.097,2,2,1,1,0,0,0,0,0,0
"result.16",1,0.487,0.487,2,2,1,1,0,0,0,0,0,0,0,0.025,0.315,2,2,1,1,0,0,2,0,0,0
"result.17",1,0.115,0.115,2,2,1,1,0,0,0,0,0,0,0,0.053,0.251,2,2,1,1,2,0,0,0,0,0
"result.18",0,0.099,0.21,2,2,1,1,0,1,0,0,0,0,1,0.336,0.336,2,2,1,1,0,0,0,0,0,0
"result.19",0,0.086,0.159,2,2,1,1,0,0,0,0,0,1,0,0.013,0.297,2,2,1,1,0,0,0,0,1,0
"result.20",0,0.046,0.264,2,2,1,1,0,1,0,0,0,0,0,0,0.247,2,2,2,1,0,0,0,0,2,0
"result.21",0,0.019,0.247,2,2,1,0,0,0,0,0,0,0,1,0.043,0.043,2,2,1,1,0,0,0,0,0,0
"result.22",0,0.007,0.279,2,2,2,1,0,0,0,1,0,0,0,0.012,0.112,2,2,1,2,0,2,2,0,0,0
"result.23",1,0.354,0.354,2,2,1,1,0,0,0,0,0,0,0,0,0.307,2,2,1,1,2,0,0,2,0,0
"result.24",0,0,0.135,2,2,1,1,0,0,0,1,1,0,1,0.385,0.385,2,2,1,1,0,0,0,0,0,0
"result.25",1,0.372,0.372,2,2,1,1,0,0,0,0,0,0,1,0.388,0.388,2,2,1,1,0,0,0,0,0,0
"result.26",1,0.287,0.287,2,2,1,1,0,0,0,0,0,0,0,0.002,0.319,2,2,1,1,0,0,0,0,1,0
"result.27",1,0.402,0.402,2,2,1,1,0,0,0,0,0,0,0,0.005,0.254,2,2,1,2,0,0,0,0,0,0
"result.28",1,0.259,0.259,2,2,1,1,0,0,0,0,0,0,1,0.187,0.187,2,2,1,1,0,0,0,0,0,0
"result.29",1,0.239,0.239,2,2,1,1,0,0,0,0,0,0,0,0.171,0.208,2,2,2,1,0,0,0,0,0,0
"result.30",0,0.033,0.143,2,2,1,1,0,1,0,0,0,0,1,0.24,0.24,2,2,1,1,0,0,0,0,0,0
"result.31",1,0.297,0.297,2,2,1,1,0,0,0,0,0,0,1,0.109,0.109,2,2,1,1,0,0,0,0,0,0
"result.32",1,0.301,0.301,2,2,1,1,0,0,0,0,0,0,1,0.291,0.291,2,2,1,1,0,0,0,0,0,0
"result.33",1,0.336,0.336,2,2,1,1,0,0,0,0,0,0,1,0.333,0.333,2,2,1,1,0,0,0,0,0,0
"result.34",1,0.313,0.313,2,2,1,1,0,0,0,0,0,0,0,0.029,0.113,2,2,1,2,0,0,0,0,0,0
"result.35",1,0.253,0.253,2,2,1,1,0,0,0,0,0,0,0,0.176,0.27,2,2,1,1,0,0,1,0,0,0
"result.36",0,0.03,0.054,2,2,1,1,0,0,1,0,0,0,1,0.494,0.494,2,2,1,1,0,0,0,0,0,0
"result.37",0,0.206,0.328,2,2,1,2,0,0,0,0,0,0,1,0.189,0.189,2,2,1,1,0,0,0,0,0,0
"result.38",0,0.142,0.285,2,2,1,1,0,1,0,0,0,0,1,0.169,0.169,2,2,1,1,0,0,0,0,0,0
"result.39",1,0.305,0.305,2,2,1,1,0,0,0,0,0,0,1,0.335,0.335,2,2,1,1,0,0,0,0,0,0
"result.40",1,0.045,0.045,2,2,1,1,0,0,0,0,0,0,1,0.365,0.365,2,2,1,1,0,0,0,0,0,0
"result.41",1,0.183,0.183,2,2,1,1,0,0,0,0,0,0,0,0,0.201,2,2,1,1,1,1,2,1,1,1
"result.42",1,0.41,0.41,2,2,1,1,0,0,0,0,0,0,1,0.454,0.454,2,2,1,1,0,0,0,0,0,0
"result.43",1,0.366,0.366,2,2,1,1,0,0,0,0,0,0,1,0.268,0.268,2,2,1,1,0,0,0,0,0,0
"result.44",1,0.446,0.446,2,2,1,1,0,0,0,0,0,0,1,0.494,0.494,2,2,1,1,0,0,0,0,0,0
"result.45",1,0.287,0.287,2,2,1,1,0,0,0,0,0,0,1,0.142,0.142,2,2,1,1,0,0,0,0,0,0
"result.46",1,0.28,0.28,2,2,1,1,0,0,0,0,0,0,0,0.029,0.098,2,2,1,1,0,1,0,0,0,0
"result.47",1,0.337,0.337,2,2,1,1,0,0,0,0,0,0,1,0.132,0.132,2,2,1,1,0,0,0,0,0,0
"result.48",0,0.03,0.299,2,2,1,1,0,0,2,0,0,0,0,0.044,0.272,2,2,1,1,1,0,0,0,0,0
"result.49",0,0.001,0.089,1,2,1,1,0,2,0,2,0,0,1,0.315,0.315,2,2,1,1,0,0,0,0,0,0
"result.50",1,0.494,0.494,2,2,1,1,0,0,0,0,0,0,1,0.445,0.445,2,2,1,1,0,0,0,0,0,0
"result.51",1,0.355,0.355,2,2,1,1,0,0,0,0,0,0,1,0.482,0.482,2,2,1,1,0,0,0,0,0,0
"result.52",1,0.479,0.479,2,2,1,1,0,0,0,0,0,0,1,0.339,0.339,2,2,1,1,0,0,0,0,0,0
"result.53",0,0.09,0.115,2,2,1,1,0,0,1,0,0,0,1,0.199,0.199,2,2,1,1,0,0,0,0,0,0
"result.54",0,0.099,0.218,2,2,1,1,0,0,0,1,0,0,1,0.278,0.278,2,2,1,1,0,0,0,0,0,0
"result.55",1,0.414,0.414,2,2,1,1,0,0,0,0,0,0,1,0.42,0.42,2,2,1,1,0,0,0,0,0,0
"result.56",0,0.082,0.103,2,2,1,1,0,1,0,1,0,0,0,0.014,0.09,2,2,1,1,1,0,1,0,1,1
"result.57",1,0.268,0.268,2,2,1,1,0,0,0,0,0,0,0,0,0.124,2,2,1,1,0,1,2,2,1,0
"result.58",0,0.083,0.091,2,2,1,1,0,0,1,0,0,0,0,0.095,0.187,2,2,1,1,0,0,0,0,0,1
"result.59",1,0.234,0.234,2,2,1,1,0,0,0,0,0,0,0,0.002,0.246,2,2,1,1,0,1,0,0,2,0
"result.60",1,0.209,0.209,2,2,1,1,0,0,0,0,0,0,0,0.04,0.416,2,2,1,1,0,0,2,0,0,0
"result.61",1,0.336,0.336,2,2,1,1,0,0,0,0,0,0,1,0.301,0.301,2,2,1,1,0,0,0,0,0,0
"result.62",1,0.491,0.491,2,2,1,1,0,0,0,0,0,0,1,0.445,0.445,2,2,1,1,0,0,0,0,0,0
"result.63",1,0.462,0.462,2,2,1,1,0,0,0,0,0,0,0,0.077,0.222,2,2,1,1,0,0,0,1,0,0
"result.64",1,0.504,0.504,2,2,1,1,0,0,0,0,0,0,1,0.387,0.387,2,2,1,1,0,0,0,0,0,0
"result.65",1,0.435,0.435,2,2,1,1,0,0,0,0,0,0,1,0.421,0.421,2,2,1,1,0,0,0,0,0,0
"result.66",1,0.227,0.227,2,2,1,1,0,0,0,0,0,0,0,0.015,0.513,2,2,1,2,0,0,0,0,0,0
"result.67",1,0.122,0.122,2,2,1,1,0,0,0,0,0,0,0,0,0.343,2,2,1,2,0,0,0,0,2,0
"result.68",1,0.27,0.27,2,2,1,1,0,0,0,0,0,0,0,0.086,0.207,2,2,1,1,0,0,0,0,0,1
"result.69",0,0.069,0.366,2,2,1,1,0,0,0,0,0,2,1,0.411,0.411,2,2,1,1,0,0,0,0,0,0
"result.70",0,0.021,0.182,2,2,1,2,0,0,0,0,2,1,1,0.146,0.146,2,2,1,1,0,0,0,0,0,0
"result.71",0,0.072,0.112,2,2,1,1,0,2,1,0,0,0,0,0.067,0.385,2,2,1,1,0,0,1,0,0,0
"result.72",1,0.205,0.205,2,2,1,1,0,0,0,0,0,0,0,0.093,0.207,2,2,1,1,1,0,0,0,0,0
"result.73",0,0.044,0.219,2,2,2,1,0,2,0,0,2,0,0,0.041,0.197,2,2,2,2,2,0,0,2,2,0
"result.74",0,0.186,0.228,2,2,1,1,0,0,0,0,0,1,1,0.418,0.418,2,2,1,1,0,0,0,0,0,0
"result.75",1,0.147,0.147,2,2,1,1,0,0,0,0,0,0,1,0.351,0.351,2,2,1,1,0,0,0,0,0,0
"result.76",0,0.011,0.346,2,2,1,1,0,0,0,2,2,0,0,0.09,0.335,2,2,1,1,1,0,0,0,0,0
"result.77",0,0.174,0.227,2,2,1,1,0,0,2,0,0,2,1,0.402,0.402,2,2,1,1,0,0,0,0,0,0
"result.78",1,0.389,0.389,2,2,1,1,0,0,0,0,0,0,1,0.375,0.375,2,2,1,1,0,0,0,0,0,0
"result.79",1,0.347,0.347,2,2,1,1,0,0,0,0,0,0,1,0.452,0.452,2,2,1,1,0,0,0,0,0,0
"result.80",1,0.25,0.25,2,2,1,1,0,0,0,0,0,0,1,0.333,0.333,2,2,1,1,0,0,0,0,0,0
"result.81",1,0.495,0.495,2,2,1,1,0,0,0,0,0,0,0,0,0.283,2,2,1,1,2,0,0,0,0,0
"result.82",0,0.036,0.061,2,2,1,1,1,1,1,0,0,0,0,0.002,0.166,2,2,1,1,2,2,0,0,2,0
"result.83",0,0.151,0.155,2,2,1,1,0,0,0,0,1,0,1,0.291,0.291,2,2,1,1,0,0,0,0,0,0
"result.84",1,0.269,0.269,2,2,1,1,0,0,0,0,0,0,0,0,0.17,2,2,2,1,2,0,1,0,2,0
"result.85",1,0.39,0.39,2,2,1,1,0,0,0,0,0,0,1,0.154,0.154,2,2,1,1,0,0,0,0,0,0
"result.86",0,0.005,0.209,2,2,1,1,0,0,0,0,0,1,1,0.33,0.33,2,2,1,1,0,0,0,0,0,0
"result.87",0,0.037,0.108,2,2,1,1,0,0,0,0,1,0,0,0.009,0.295,2,2,1,1,1,1,1,1,1,1
"result.88",1,0.222,0.222,2,2,1,1,0,0,0,0,0,0,0,0.104,0.207,2,2,2,1,0,0,0,0,0,0
"result.89",0,0.01,0.111,2,1,1,1,1,0,0,0,0,1,0,0.001,0.218,2,2,1,1,0,1,0,0,0,0
"result.90",0,0.135,0.231,2,2,1,2,0,2,0,0,0,0,0,0.042,0.321,2,2,2,1,0,0,0,0,0,0
"result.91",1,0.265,0.265,2,2,1,1,0,0,0,0,0,0,1,0.287,0.287,2,2,1,1,0,0,0,0,0,0
"result.92",0,0.045,0.263,2,2,1,1,0,2,0,0,0,0,1,0.376,0.376,2,2,1,1,0,0,0,0,0,0
"result.93",1,0.467,0.467,2,2,1,1,0,0,0,0,0,0,1,0.236,0.236,2,2,1,1,0,0,0,0,0,0
"result.94",0,0.018,0.56,2,2,2,1,0,0,0,0,0,0,0,0.018,0.17,2,2,1,2,0,0,0,0,1,0
"result.95",1,0.492,0.492,2,2,1,1,0,0,0,0,0,0,1,0.278,0.278,2,2,1,1,0,0,0,0,0,0
"result.96",0,0.018,0.127,2,2,1,2,1,1,1,0,0,1,0,0.016,0.138,2,2,1,1,1,0,0,1,1,0
"result.97",1,0.359,0.359,2,2,1,1,0,0,0,0,0,0,1,0.4,0.4,2,2,1,1,0,0,0,0,0,0
"result.98",0,0.189,0.264,2,2,1,1,0,0,0,1,0,0,0,0.059,0.521,2,2,2,2,0,0,0,0,0,0
"result.99",1,0.281,0.281,2,2,1,1,0,0,0,0,0,0,1,0.407,0.407,2,2,1,1,0,0,0,0,0,0
"result.100",1,0.452,0.452,2,2,1,1,0,0,0,0,0,0,1,0.466,0.466,2,2,1,1,0,0,0,0,0,0
